,task_1,task_1,task_2,task_2,task_3,task_3,task_4,task_4,task_5,task_5,task_6,task_6,task_7,task_7,task_8,task_8,task_9,task_9,task_10,task_10
355,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,['Central Bulge (Large)'],['Central Bulge (Moderate)']
357,,,,,,,,,,,,,,,,,,,,
358,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)'],
359,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
363,,,,,,,,,,,,,,,,,,,,
364,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,['Bulge (Boxy)'],['Bulge (None)'],,,,,,,,,,
367,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
368,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
371,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,
376,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
377,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],['Central Bulge (Small)'],['Central Bulge (Moderate)']
378,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
379,,,,,,,,,,,,,,,,,,,,
380,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Tight)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
382,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,
384,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
385,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,['Central Bulge (Large)'],['Central Bulge (Moderate)']
395,,,,,,,,,,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
396,,,,,,,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
397,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,['Spiral Arms (3)'],['Spiral Arms (cannot tell)'],,
401,,,,,,,,,,,,,,,,,,,,
402,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
409,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
410,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,['Strong Bar'],['No Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
419,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
425,,,,,,,,,,,,,,,,,,,,
426,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],,,['Bulge (None)'],,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
427,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,
430,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
431,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,
434,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,
436,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
440,,,,,,,,,,,,,,,,,,,,
441,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
442,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
443,,,,,,,,,,,,,,,,,,,,
444,,,,,,,['Merging (Merger)'],['Merging (Minor Disturbance)'],,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],,
445,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
446,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (More Than 4)'],['Spiral Arms (cannot tell)'],,
449,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
450,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,
453,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,
456,,,,,,,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,
457,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
458,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
459,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
460,,,,,,,,,,,,,['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Loose)'],,['Spiral Arms (1)'],,['Central Bulge (Large)'],['Central Bulge (Moderate)']
461,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,
464,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Large)'],
465,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
466,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,
469,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
470,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],['Merging (Minor Disturbance)'],['Merging (None)'],,['Bulge (None)'],,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,
472,,,['In Between'],['Cigar Shaped'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
473,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
474,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
475,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,['Central Bulge (Large)'],['Central Bulge (Moderate)']
478,,,,,,,,,,,,,,,,,,,,
479,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
480,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,['Spiral Arms (4)'],['Spiral Arms (cannot tell)'],,
482,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],,,['Bulge (None)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
483,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,,
486,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,
488,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
489,,,,,,,,,,,,,,,,,,,,
490,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
491,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],['Bulge (Rounded)'],,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
492,,,,,,,,,,,,,,,,,,,,
493,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,
496,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
497,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
498,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Minor Disturbance)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (3)'],,['Central Bulge (Small)']
499,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,
502,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
503,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,
508,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,
512,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
513,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
514,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
515,,,,,,,,,,,['No Bar'],['Strong Bar'],['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],['Central Bulge (Moderate)']
516,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
523,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,
528,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,
530,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
531,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
532,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Minor Disturbance)'],,,,['Weak Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
533,,,,,,,['Merging (None)'],['Merging (Major Disturbance)'],,,['Weak Bar'],['No Bar'],,,,,,,,
534,,,,,,,,,,,,,,,,,,,,
535,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Major Disturbance)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
536,,,,,,,,,,,,,,,,,,,,
537,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
538,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
539,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (Major Disturbance)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
540,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,
543,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
544,,,['In Between'],['Round'],,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,
547,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,
549,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
550,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
551,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,
560,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)'],
561,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
562,,,,,,,,,,,,,,,,,,,,
563,['Artifact'],['Featured or Disk'],,,,['Edge On Disk (No)'],,['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
564,,,,,,,,,,,,,,,,,,,,
565,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,
567,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
568,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
569,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,
572,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,
576,['Artifact'],['Featured or Disk'],,,,['Edge On Disk (No)'],,['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (None)']
577,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,
579,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,['Weak Bar'],['Strong Bar'],,,,,,,,
583,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
584,,,,,,,,,,,,,,,,,,,,
585,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
586,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
588,,,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,,
590,,,,,['Edge On Disk (Yes)'],['Edge On Disk (No)'],,,['Bulge (Rounded)'],,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
591,,,,,,,,,,,,,,,,,,,['Central Bulge (Large)'],['Central Bulge (Moderate)']
592,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,
596,['Artifact'],['Smooth'],,['In Between'],,,,['Merging (Minor Disturbance)'],,,,,,,,,,,,
597,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,['Weak Bar'],['No Bar'],,,,,['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
600,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,
603,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
604,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
606,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,
608,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (Yes)'],['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,['Bulge (Rounded)'],,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,
610,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
611,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
612,,,,,,,,,,,['Strong Bar'],['No Bar'],,,,,,,,
613,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
614,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,
618,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,
622,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,
623,,,,,,,,,,,,,,,,,,,,
624,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,
626,['Artifact'],['Smooth'],,['In Between'],,,,['Merging (None)'],,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
634,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
638,['Featured or Disk'],['Smooth'],,['Round'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)'],
639,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
641,,,,,,,,,,,,,,,,,,,,
642,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
643,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
645,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
646,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
647,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,
652,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
653,,,,,,,,,,,,,,,,,,,,
654,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,
661,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,
669,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Large)'],
670,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
671,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,
673,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
674,,,,,,,,,,,,,,,,,,,,
675,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Minor Disturbance)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
676,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,
679,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
680,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
681,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (cannot tell)'],,
682,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,['Bulge (None)'],['Bulge (Rounded)'],,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,
686,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
687,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,
